Id,SalePrice
1461,119381.747486
1462,158240.435889
1463,181962.087358
1464,189019.438453
1465,181495.757271
1466,173697.892808
1467,176022.424533
1468,163667.358967
1469,190639.684112
1470,119353.502409
1471,192954.180897
1472,98738.0220886
1473,98001.3536682
1474,151125.862195
1475,120463.740362
1476,359945.469578
1477,253756.643263
1478,279819.991561
1479,287824.887392
1480,493277.597439
1481,329808.605252
1482,211867.442961
1483,170816.803783
1484,161400.633763
1485,181587.530653
1486,192427.235348
1487,325740.496904
1488,233891.453014
1489,187507.859816
1490,217026.180572
1491,192216.435476
1492,89816.3027719
1493,176457.248918
1494,302250.198447
1495,300046.845772
1496,216111.720529
1497,177349.1436
1498,155198.95358
1499,154813.645089
1500,146506.198785
1501,168081.474891
1502,143743.202805
1503,274356.067632
1504,234642.115848
1505,214413.943332
1506,191662.493642
1507,248605.103048
1508,202489.718721
1509,161267.125556
1510,142422.975703
1511,146199.649984
1512,171131.200224
1513,143510.604808
1514,148039.981645
1515,205265.683593
1516,154104.031741
1517,165925.567074
1518,134360.838776
1519,218657.228496
1520,128909.193863
1521,131152.667144
1522,172931.907589
1523,113613.694474
1524,125085.909357
1525,122614.781628
1526,117470.521542
1527,105564.815527
1528,139990.009433
1529,137771.06263
1530,181032.808334
1531,104763.435443
1532,97973.0010915
1533,142425.870674
1534,127585.437511
1535,151014.630702
1536,106395.538044
1537,63123.000605
1538,148323.198321
1539,194947.272705
1540,101612.526636
1541,136308.791302
1542,131651.202127
1543,187450.610193
1544,79310.1510469
1545,107771.631176
1546,124688.545174
1547,123127.307087
1548,132433.895639
1549,113124.91011
1550,129537.396602
1551,110956.010586
1552,127275.865496
1553,143337.385603
1554,114477.435588
1555,161420.148944
1556,84502.2665752
1557,105565.602939
1558,93789.7390762
1559,83054.4809648
1560,136647.261261
1561,124921.140252
1562,125164.037465
1563,117512.069058
1564,165478.415059
1565,145472.263692
1566,248218.882988
1567,75824.4457432
1568,216384.690779
1569,134111.48204
1570,139620.89415
1571,125699.556728
1572,147532.992269
1573,246804.827869
1574,124663.86197
1575,229790.311141
1576,233423.351811
1577,182299.810276
1578,140113.912439
1579,147354.339407
1580,188950.230629
1581,152893.943786
1582,124409.597233
1583,320076.822502
1584,221919.336461
1585,140189.228881
1586,67574.9003527
1587,100293.050972
1588,152733.694119
1589,101708.69596
1590,135813.038859
1591,94648.2807696
1592,113626.334948
1593,125343.706098
1594,131045.180781
1595,108047.16944
1596,233367.091682
1597,183037.088359
1598,214225.717511
1599,179943.992001
1600,172945.268927
1601,67472.2192981
1602,110430.339325
1603,86582.0666044
1604,268613.92431
1605,251359.438968
1606,168263.653325
1607,179836.698733
1608,208064.841345
1609,182238.798105
1610,148873.138655
1611,138837.985251
1612,168478.162347
1613,161945.928414
1614,127429.086562
1615,93125.3193629
1616,77866.93962
1617,96345.6784529
