Id,SalePrice
1461,117754.628511
1462,156481.535137
1463,178196.285924
1464,191234.464395
1465,190729.846032
1466,172466.396516
1467,179744.170251
1468,161298.034323
1469,190214.378798
1470,119817.623087
1471,191590.402324
1472,99714.2424363
1473,97531.1522079
1474,149135.151126
1475,120557.748156
1476,353723.186533
1477,254447.422268
1478,286385.342537
1479,289447.667581
1480,509919.479314
1481,339504.248514
1482,209221.492218
1483,172200.926284
1484,159091.820157
1485,185295.453185
1486,193113.12853
1487,323359.890527
1488,233682.035571
1489,185511.662748
1490,220889.675944
1491,193498.122957
1492,90694.6936067
1493,181235.58687
1494,303117.738761
1495,302605.300036
1496,217777.614904
1497,175529.371647
1498,155468.060768
1499,155631.871318
1500,148479.748994
1501,168474.466707
1502,143411.283483
1503,273999.436654
1504,233749.052473
1505,215069.679501
1506,190752.425464
1507,251410.838555
1508,201596.883423
1509,159961.652003
1510,142105.616752
1511,145304.18939
1512,175610.842264
1513,139154.119798
1514,146525.557789
1515,200347.229875
1516,153020.216201
1517,166862.665734
1518,134808.280927
1519,220129.157899
1520,126772.909985
1521,129654.583318
1522,178002.475315
1523,114203.192479
1524,125170.173406
1525,121781.769197
1526,112882.125727
1527,105123.335704
1528,140548.464159
1529,139853.245415
1530,184957.263436
1531,105023.343753
1532,97739.9466815
1533,145695.747304
1534,125838.839035
1535,152344.469821
1536,106215.361817
1537,63911.3220324
1538,149335.631109
1539,203351.762025
1540,101624.778161
1541,140388.464449
1542,135880.842517
1543,180626.664108
1544,79160.4877012
1545,108734.841388
1546,127496.191409
1547,123488.529059
1548,134206.584969
1549,113487.586394
1550,129440.834054
1551,110565.602248
1552,131486.842991
1553,146935.194732
1554,118810.851701
1555,158663.909291
1556,83018.5803024
1557,102222.086993
1558,96128.6396349
1559,80812.1154549
1560,140218.511551
1561,125222.283865
1562,127415.343077
1563,119436.401047
1564,160257.60576
1565,146813.330004
1566,239944.751549
1567,76687.1088355
1568,218362.950846
1569,131631.973201
1570,140480.556532
1571,123311.594351
1572,143056.060167
1573,231143.346421
1574,127175.007076
1575,229801.98141
1576,240954.189657
1577,183163.613595
1578,142707.559757
1579,142657.473588
1580,188988.379426
1581,156429.118824
1582,124279.614484
1583,315434.299394
1584,223917.591049
1585,138266.201615
1586,66545.3529464
1587,100892.182931
1588,145647.590752
1589,102386.558545
1590,133638.911295
1591,96117.4719079
1592,112153.729389
1593,125501.282875
1594,128093.227087
1595,110820.898976
1596,233999.269683
1597,185071.497643
1598,218169.711488
1599,179006.065352
1600,169208.977405
1601,65228.856523
1602,113901.461964
1603,86629.9222927
1604,274302.955939
1605,252169.457099
1606,170268.466508
1607,180111.340282
1608,209296.639172
1609,181450.818604
1610,146283.390741
1611,138239.818449
1612,169902.075526
1613,165139.05239
1614,126703.737269
1615,95864.2489762
1616,80661.276853
1617,95799.0570796
1618,123256.709865
1619,142910.951527
1620,162080.187348
1621,135436.377307
1622,139964.662256
1623,283940.971076
1624,218480.641289
1625,117435.689544
1626,168001.920364
1627,186783.218699
1628,284123.077562
1629,178493.8284
1630,368874.536363
1631,227765.450227
1632,244201.742716
1633,168901.386757
1634,181969.367722
1635,175862.798568
1636,152709.810953
1637,195877.121048
1638,194372.321098
1639,180198.575438
1640,253442.538983
1641,174951.156079
1642,230605.36773
1643,212971.351208
1644,225444.640303
1645,204728.004836
1646,156759.83382
1647,153653.995139
1648,130088.336581
1649,137528.414002
1650,111911.195971
1651,118561.008976
1652,101311.749879
1653,104109.223017
1654,148406.169962
1655,137686.369401
1656,144336.880211
1657,148855.398731
1658,147752.932357
1659,118681.992488
1660,149191.30849
1661,432013.055447
1662,414192.220275
1663,382349.668742
1664,518704.205737
1665,302236.334944
1666,336486.613331
1667,359427.750838
1668,332505.379709
1669,300438.320173
1670,346241.055597
1671,262868.545453
1672,455868.612875
1673,295352.765229
1674,243395.028763
1675,184612.908851
1676,190968.047535
1677,213515.693705
1678,505131.100911
1679,403257.266851
1680,323467.270346
1681,240047.117061
1682,319695.947792
1683,183437.432085
1684,176349.221054
1685,173857.407911
1686,166755.031727
1687,170343.188508
1688,187484.166726
1689,195757.584822
1690,197480.808391
1691,182522.933351
1692,267644.223955
1693,168237.129355
1694,181130.807843
1695,166405.36561
1696,265110.108545
1697,169473.398719
1698,357413.728763
1699,332502.241573
1700,252724.494278
1701,275385.51772
1702,235994.621446
1703,236952.378342
1704,283273.117429
1705,225391.77163
1706,435988.72956
1707,198343.797435
1708,190875.295127
1709,254253.950993
1710,217240.148399
1711,255043.927637
1712,255315.990787
1713,264859.022066
1714,214638.347361
1715,197670.579699
1716,183705.994349
1717,170296.325712
1718,131221.183523
1719,203190.35636
1720,236944.394568
1721,162342.135628
1722,121252.891962
1723,153991.034671
1724,209343.599065
1725,238650.847843
1726,191500.556168
1727,154994.842452
1728,178561.707768
1729,166949.491912
1730,166933.073537
1731,120983.661971
1732,126237.306815
1733,113739.257239
1734,109898.830357
1735,129879.434119
1736,109362.369927
1737,334921.028039
1738,251250.912134
1739,245188.451911
1740,200287.891539
1741,179172.917283
1742,164267.726169
1743,170912.380066
1744,324068.208938
1745,205089.24316
1746,198637.818676
1747,220534.698625
1748,214859.421765
1749,144893.249811
1750,128066.842197
1751,254195.313478
1752,116769.730194
1753,150881.400446
1754,193736.035104
1755,168996.747575
1756,120713.553312
1757,118020.05574
1758,142402.113409
1759,163714.444346
1760,156447.176274
1761,145725.350993
1762,175354.581999
1763,179608.225905
1764,116090.097802
1765,168689.542855
1766,184821.457131
1767,226892.794736
1768,141727.925875
1769,166024.403554
1770,148194.922488
1771,119771.40077
1772,135430.707713
1773,119257.734164
1774,148014.400202
1775,135395.375916
1776,119306.674446
1777,112865.51304
1778,140568.75527
1779,113941.730024
1780,177563.458979
1781,128003.05076
1782,85776.6028996
1783,136291.034082
1784,102299.397734
1785,125409.889167
1786,141855.350549
1787,166752.494988
1788,57669.6979509
1789,103097.827901
1790,75484.8311613
1791,184838.974599
1792,158374.150842
1793,128013.850425
1794,155117.69952
1795,131712.287911
1796,131751.275541
1797,112521.091273
1798,118012.574319
1799,107780.783002
1800,126001.504281
1801,127082.350123
1802,139539.715481
1803,153044.348739
1804,141055.723881
1805,136184.501624
1806,129550.139389
1807,131367.303167
1808,123443.420223
1809,122380.878653
1810,136481.334597
1811,91602.3432988
1812,94514.6105859
1813,124989.015162
1814,92736.5730046
1815,55484.3099712
1816,98507.5264825
1817,107490.418706
1818,150942.053679
1819,128716.684011
1820,72668.7915813
1821,107197.884953
1822,145041.671781
1823,55527.3486739
1824,125405.958527
1825,134163.683906
1826,100357.04243
1827,96922.510426
1828,130890.654954
1829,114430.806009
1830,140155.739635
1831,157067.691955
1832,83272.5082242
1833,140147.671421
1834,123995.61749
1835,118118.848988
1836,128059.182741
1837,87539.9334459
1838,122518.776708
1839,97925.7597021
1840,137113.791351
1841,139392.011791
1842,85687.1159762
1843,127411.650186
1844,137278.772561
1845,143507.966347
1846,148852.121949
1847,161670.006611
1848,54156.5970795
1849,110105.363926
1850,117687.910105
1851,153037.0391
1852,126359.078601
1853,129142.590892
1854,166014.532586
1855,150502.825488
1856,222651.576094
1857,143494.25928
1858,132732.250462
1859,117706.952438
1860,137464.89179
1861,116834.635621
1862,291364.58401
1863,275342.484102
1864,275388.700274
1865,331435.500888
1866,329309.325587
1867,232433.348517
1868,302374.977571
1869,204140.054668
1870,225793.205602
1871,252185.859575
1872,173023.439006
1873,240232.305215
1874,142726.602546
1875,200967.899489
1876,195911.363768
1877,212252.634124
1878,186943.326494
1879,128528.163943
1880,130752.429162
1881,242854.898437
1882,249484.599384
1883,191547.255433
1884,208957.480408
1885,249542.615553
1886,300839.232259
1887,205940.031142
1888,272384.767444
1889,167264.456854
1890,122089.025102
1891,131603.243999
1892,103061.176785
1893,129038.462293
1894,122487.386107
1895,137576.658383
1896,128590.342771
1897,111576.91808
1898,111648.409428
1899,153110.141953
1900,149871.039506
1901,172724.223078
1902,153482.10998
1903,222888.230652
1904,126324.983703
1905,198805.952619
1906,157119.124145
1907,208098.727458
1908,112689.134572
1909,132915.610891
1910,125597.807047
1911,214243.585521
1912,344618.738835
1913,137847.015643
1914,72427.7077641
1915,312105.268752
1916,63215.7359108
1917,255514.95792
1918,142499.167871
1919,181936.926862
1920,159896.789451
1921,418009.253984
1922,313881.459868
1923,227151.408131
1924,229211.347439
1925,202883.256625
1926,393756.587765
1927,131816.304344
1928,153685.684371
1929,127295.016483
1930,133252.321081
1931,142172.325838
1932,137218.017998
1933,176297.378768
1934,175706.886198
1935,160066.786238
1936,192517.02995
1937,182914.054971
1938,170268.306703
1939,247102.755299
1940,193072.624541
1941,156932.098725
1942,182624.120589
1943,216374.100797
1944,360516.708086
1945,398265.308341
1946,130185.391356
1947,312967.271652
1948,145286.571847
1949,253367.948389
1950,192069.080887
1951,268527.205832
1952,222543.621627
1953,165104.284969
1954,195255.377964
1955,136011.402933
1956,306197.181308
1957,158129.534046
1958,305879.369421
1959,149644.140556
1960,116752.109772
1961,118468.863323
1962,100023.193476
1963,106763.708579
1964,107939.862122
1965,147141.435306
1966,140382.031451
1967,286948.280554
1968,458262.032737
1969,391776.102129
1970,417904.914503
1971,451098.696985
1972,366279.228286
1973,270481.505594
1974,328305.042376
1975,545930.654177
1976,277666.481577
1977,351087.942967
1978,349881.400842
1979,328149.177716
1980,202833.971726
